,meter,source,statement,context,tags,TRUE,mostly-true,half-true,barely-true,FALSE,pants-fire
138,fire,Facebook posts,“How many of you still don't know that Michelle Obama was born Michael Lavaughn Robinson and is a man?”,a Facebook post,"['Agriculture', 'Iowa', 'Theresa Greenfield']",1,1,1,0,0,0
139,FALSE,Facebook posts,“There are people trying to make legal age of consent 4 years old.”,a Facebook post,"['Agriculture', 'Iowa', 'Theresa Greenfield']",1,1,1,0,0,0
140,half-true,Theresa Greenfield,"Says Joni Ernst ""supports the lawsuit that's headed to the Supreme Court that will” repeal the Affordable Care Act.",a tweet,"['Agriculture', 'Iowa', 'Theresa Greenfield']",1,1,1,0,0,0
141,half-true,Raphael Warnock,"When Sen. Kelly Loeffler heard about the COVID-19 risk, she “focused on her own portfolio” and ""profited from the pandemic.""",an interview,"['Georgia', 'Ethics', 'Financial Regulation', 'Coronavirus', 'Raphael Warnock']",1,0,1,0,0,0
142,half-true,Democratic Congressional Campaign Committee,"Says Ann Wagner’s campaign ""has taken millions of dollars from special interests, more than almost anyone else in Congress.”",a web ad,"['Campaign Finance', 'Missouri', 'Democratic Congressional Campaign Committee']",1,1,8,14,8,9
143,mostly-true,Nicole Galloway,"""Mike Parson opposes protections for pre-existing conditions.”",a campaign ad,"['Health Care', 'Missouri', 'Nicole Galloway']",0,3,1,0,0,0
144,FALSE,Facebook posts,“Miami-Dade reporting 23% of early ballots being rejected for missing signatures.”,a Facebook post,"['Health Care', 'Missouri', 'Nicole Galloway']",0,3,1,0,0,0
145,fire,Donald Trump Jr.,The number of coronavirus deaths is “almost nothing.”,a Fox News appearance,"['Health Care', 'Missouri', 'Nicole Galloway']",0,3,1,0,0,0
146,mostly-true,Chris Jacobs,"""I am for protecting pre-existing conditions. … I actually co-sponsored legislation to do just that.""",a debate,"['Health Care', 'New York', 'Chris Jacobs']",1,2,0,1,2,0
147,half-true,Donald Trump,“Nobody's ever seen a number like this… (33.1%) economic growth is four times greater than what the experts expected.”,"a rally in Tampa, Fla.","['Health Care', 'New York', 'Chris Jacobs']",1,2,0,1,2,0
148,half-true,Joe Biden,"Says President Donald Trump ""thinks that $15 an hour minimum wage is too much for essential workers.""","a speech in Dallas, Pa.","['Health Care', 'New York', 'Chris Jacobs']",1,2,0,1,2,0
149,FALSE,Viral image,"“On 60 Minutes, Joe said he never met with Hunter and the Burisma CEO. Well, here he is with both.”",a Facebook post,"['Health Care', 'New York', 'Chris Jacobs']",1,2,0,1,2,0
150,FALSE,Facebook posts,Says YouTube removed Tucker Carlson’s interview with Tony Bobulinski.,a Facebook post,"['Health Care', 'New York', 'Chris Jacobs']",1,2,0,1,2,0
151,FALSE,Facebook posts,Says Jeff Foxworthy wrote a ‘fence test’ for Republicans and Democrats.,a Facebook post,"['Health Care', 'New York', 'Chris Jacobs']",1,2,0,1,2,0
152,mostly-false,Viral image,“Joe Biden calls Pennsylvania voters who don’t support him ‘chumps.’”,a Facebook post,"['Health Care', 'New York', 'Chris Jacobs']",1,2,0,1,2,0
153,FALSE,Ted Cruz,Says Trump “didn’t campaign on cutting the debt” … “That’s not what he promised to do.”,an interview,"['Health Care', 'New York', 'Chris Jacobs']",1,2,0,1,2,0
154,FALSE,Joe Biden,“I can send every qualified person to a four-year college in their state for $150 billion.”,"a ""60 Minutes"" interview","['Health Care', 'New York', 'Chris Jacobs']",1,2,0,1,2,0
155,FALSE,Abigail Spanberger,“The majority of minimum wage workers...are mothers.”,a debate.,"['Income', 'Women', 'Workers', 'Abigail Spanberger']",0,1,1,0,1,0
156,TRUE,Roy Cooper,"Says Dan Forest has “missed almost half of the Board of Education meetings during the pandemic.""",a debate,"['Education', 'North Carolina', 'Coronavirus', 'Roy Cooper']",3,7,6,4,0,0
157,mostly-false,Justin Clark,“Major decision protecting voting rights in Pa. Ballots received after Election Day will not be counted.”,a tweet,"['National', 'Elections', 'Pennsylvania', 'Justin Clark']",0,0,0,1,0,0
158,half-true,YouTube videos,A Detroit TV station aired the election results a week early.,a video on YouTube,"['National', 'Elections', 'Pennsylvania', 'Justin Clark']",0,0,0,1,0,0
159,FALSE,Donald Trump,"“When asked about court-packing, Biden's staff immediately escorts the camera out.”",a YouTube video,"['National', 'Elections', 'Pennsylvania', 'Justin Clark']",0,0,0,1,0,0
160,mostly-true,Jill Schupp,"Says U.S. Rep. Ann Wagner “voted five times against protecting pre-existing conditions.""",a Facebook post,"['Health Care', 'Missouri', 'Jill Schupp']",0,1,0,0,0,0
161,half-true,Joni Ernst,“I have been very clear with DACA. Even in my campaign six years ago I stood for those Dreamers.”,a debate,"['Immigration', 'Corrections and Updates', 'Iowa', 'Joni Ernst']",0,3,2,2,2,0
162,FALSE,Facebook posts,Says Kamala Harris said looters are just feeding their hungry kids.,a Facebook post,"['Immigration', 'Corrections and Updates', 'Iowa', 'Joni Ernst']",0,3,2,2,2,0
163,FALSE,Viral image,"Says Jill Biden said, “Whatever is on Hunter’s laptop is not important.”",a Facebook post,"['Immigration', 'Corrections and Updates', 'Iowa', 'Joni Ernst']",0,3,2,2,2,0
164,TRUE,Robyn Vining,My 2018 election was the first time Speaker Robin Vos has lost a Republican-held seat,an interview,"['Immigration', 'Corrections and Updates', 'Iowa', 'Joni Ernst']",0,3,2,2,2,0
165,mostly-false,Cheri Toalson Reisch,“The Columbia school buildings in my district have the lowest test scores in all of Boone County.”,a Facebook post,"['Education', 'Missouri', 'Cheri Toalson Reisch']",0,1,1,1,0,0
166,TRUE,Facebook posts,Joe Biden “wants to get rid of something called ‘stepped up basis’” that reduces inheritance taxes.,a post on Facebook,"['Education', 'Missouri', 'Cheri Toalson Reisch']",0,1,1,1,0,0
167,fire,Donald Trump,"Counting ballots for weeks after Election Day “is totally inappropriate, and I don't believe that's by our laws.""",remarks to reporters,"['Education', 'Missouri', 'Cheri Toalson Reisch']",0,1,1,1,0,0
168,FALSE,Facebook posts,Sen. Kamala Harris “may have broken laws” when she visited a voting site in Ohio,a headline in a Facebook post,"['Education', 'Missouri', 'Cheri Toalson Reisch']",0,1,1,1,0,0
169,mostly-false,Facebook posts,"“Because our family couldn’t afford health insurance, Obama/Biden penalized us about $10,000, then took that $10,000 and used it to pay for others’ free Obamacare. Trump ended that theft.”",a Facebook post.,"['Education', 'Missouri', 'Cheri Toalson Reisch']",0,1,1,1,0,0
170,half-true,Lindsey Graham,"“Under the Affordable Care Act, three states get 35% of the money, folks. Can you name them? I'll help you: California, New York and Massachusetts.”",in comments during Senate Judiciary Committee hearing,"['Medicaid', 'Health Check', 'Lindsey Graham']",2,2,5,2,3,0
171,half-true,Lyft,"Drivers will “get guaranteed earnings, health care benefits, personal protections, and they can maintain their flexible schedules.”",a campaign ad in support of California's Prop 22,"['Corrections and Updates', 'Health Check', 'Lyft']",0,0,1,0,0,0
172,fire,Viral image,Photo shows Joe Biden’s license plate says “THEBIGGUY.”,a Facebook post,"['Corrections and Updates', 'Health Check', 'Lyft']",0,0,1,0,0,0
173,fire,Viral image,"Says Clint Eastwood called Joe Biden an “incompetent, lying, flip-flopping, insincere, double-talking, radical socialist.”",a Facebook post,"['Corrections and Updates', 'Health Check', 'Lyft']",0,0,1,0,0,0
174,mostly-true,Joe Manchin,“Now with the COVID-19 … more people are dependent on drugs or alcohol.”,an interview with the Washington Examiner,"['West Virginia', 'Drugs', 'Public Health', 'Joe Manchin']",6,11,2,2,2,0
175,FALSE,Instagram posts,Says someone tried to suppress votes by disguising trash cans as ballot boxes.,a post on Instagram,"['West Virginia', 'Drugs', 'Public Health', 'Joe Manchin']",6,11,2,2,2,0
176,FALSE,Donald Trump,"“In Nevada, they want to have a thing where you don’t have to have any verification of the signature” on ballots.",a rally,"['West Virginia', 'Drugs', 'Public Health', 'Joe Manchin']",6,11,2,2,2,0
177,mostly-true,Facebook posts,An “anti-Black Lives Matter” flag replaced the American flag behind President Trump during a Waukesha campaign rally.,Facebook post,"['West Virginia', 'Drugs', 'Public Health', 'Joe Manchin']",6,11,2,2,2,0
178,mostly-true,Jon Hoadley,Upton “voted a dozen times to kick thousands of Michigan families off their health insurance and eliminate protections for preexisting conditions”,a TV ad,"['Health Care', 'Michigan', 'Jon Hoadley']",0,1,0,0,0,0
179,FALSE,Donald Trump,Says North Carolina just landed an auto plant.,several speeches,"['Health Care', 'Michigan', 'Jon Hoadley']",0,1,0,0,0,0
180,FALSE,Donald Trump,“Joe Biden confirmed his plan to abolish the entire U.S. oil industry.”,a rally,"['Health Care', 'Michigan', 'Jon Hoadley']",0,1,0,0,0,0
181,full-flop,Thom Tillis,On confirming a Supreme Court justice nominee in a presidential election year.,speeches,"['Supreme Court', 'North Carolina', 'Thom Tillis']",0,1,5,2,2,0
182,TRUE,Chris Jacobs,"“While serving as Town Supervisor, Nate McMurray voted to raise taxes on homeowners.”",campaign mailer,"['Supreme Court', 'North Carolina', 'Thom Tillis']",0,1,5,2,2,0
183,mostly-false,Donald Trump,"“President Obama would never give them long-term funding, and I did … I saved historically Black colleges and universities.”",the final 2020 presidential debate,"['Supreme Court', 'North Carolina', 'Thom Tillis']",0,1,5,2,2,0
184,FALSE,Donald Trump,Says Joe Biden said “Why am I doing this? Why? What is my real aim?”,a tweet by Trump War Room,"['Supreme Court', 'North Carolina', 'Thom Tillis']",0,1,5,2,2,0
185,FALSE,Instagram posts,Says photo of Malia Obama's credit card next to white powder was found on Hunter Biden's laptop.,an Instagram post,"['Supreme Court', 'North Carolina', 'Thom Tillis']",0,1,5,2,2,0
186,FALSE,Tom Brady,“More suicide deaths than coronavirus death past two months.”,an Instagram post,"['National', 'Coronavirus', 'Tom Brady']",0,0,0,0,1,0
187,FALSE,American Principles Project,"""Joe Biden says he supports sex changes for kids.""",an ad,"['Children', 'Sexuality', 'American Principles Project']",0,0,0,0,1,0
188,FALSE,Donald Trump,U.S. is “really not doing (COVID-19) reporting right” because deaths are being improperly counted and hospitals have an “incentive” to pad stats.,Speech,"['Children', 'Sexuality', 'American Principles Project']",0,0,0,0,1,0
189,mostly-false,Donald Trump,“CAN I CHANGE MY VOTE? ... The answer in most states is YES.”,a tweet,"['Children', 'Sexuality', 'American Principles Project']",0,0,0,0,1,0
190,FALSE,Facebook posts,Says Hunter Biden “died of a crack overdose.”,a text post,"['Children', 'Sexuality', 'American Principles Project']",0,0,0,0,1,0
191,FALSE,Kayleigh McEnany,“Biden admits to voter fraud.”,a tweet,"['Children', 'Sexuality', 'American Principles Project']",0,0,0,0,1,0
192,half-true,Facebook posts,"""World renowned experts"" declare that we should “live normally, practice simple hygiene,” stay home when sick and use protective measures only with “the most vulnerable populations.”",a Facebook post,"['Children', 'Sexuality', 'American Principles Project']",0,0,0,0,1,0
193,FALSE,Facebook posts,Says photo from Hunter Biden's laptop shows Paul Pelosi Jr. abusing a girl and doing drugs.,a Facebook post,"['Children', 'Sexuality', 'American Principles Project']",0,0,0,0,1,0
194,FALSE,Sri Preston Kulkarni,"Says Troy Nehls “called wearing masks 'un-American' and called those who do 'communists.'""",an ad,"['Public Health', 'Texas', 'Coronavirus', 'Sri Preston Kulkarni']",0,0,0,0,1,0
195,FALSE,Facebook posts,"""The daughter of Sen. Coons (D-DE), along with 7 other underaged girls are featured on Hunter's laptop! - Breitbart News""",a text post,"['Public Health', 'Texas', 'Coronavirus', 'Sri Preston Kulkarni']",0,0,0,0,1,0
196,mostly-false,Donald Trump,"""We have a mayor in D.C. who formed a commission with recommendations. Her recommendation is: Take down the Washington Monument, close up the Lincoln Monument.""",a campaign rally,"['Public Health', 'Texas', 'Coronavirus', 'Sri Preston Kulkarni']",0,0,0,0,1,0
197,FALSE,Scott Perry,"The coronavirus ""was constructed in the Wuhan Institute of Virology.”",an interview,"['China', 'Coronavirus', 'Pennsylvania', 'Scott Perry']",0,0,1,0,2,0
198,mostly-true,Joni Ernst,"Says she is ranked ""one of the most bipartisan senators in the Senate in the last 25 years.""",comments at a debate,"['China', 'Coronavirus', 'Pennsylvania', 'Scott Perry']",0,0,1,0,2,0
199,half-true,Viral image,A photo shows Barack Obama in front of “cages” built during his administration to hold migrants.,an image on Facebook,"['China', 'Coronavirus', 'Pennsylvania', 'Scott Perry']",0,0,1,0,2,0
200,FALSE,Bloggers,A yearbook photo shows Mark Kelly dressed as Adolf Hitler.,online posts,"['China', 'Coronavirus', 'Pennsylvania', 'Scott Perry']",0,0,1,0,2,0
201,FALSE,Facebook posts,"""Biden slipped up and came out saying he’s going to tax your 401k. Are any of you EVEN paying attention?""",a post on Facebook,"['China', 'Coronavirus', 'Pennsylvania', 'Scott Perry']",0,0,1,0,2,0
202,FALSE,Facebook posts,Says Joe Biden had an iPad at his podium during the debate.,a post on Facebook,"['China', 'Coronavirus', 'Pennsylvania', 'Scott Perry']",0,0,1,0,2,0
203,fire,Facebook posts,"Says Donald Trump “voted twice” in the Nov. 3, 2020 election",a Facebook post,"['China', 'Coronavirus', 'Pennsylvania', 'Scott Perry']",0,0,1,0,2,0
204,mostly-false,Ron Johnson,"""Generally the deaths are still pretty flat because we've flattened the curve.”",a presentation,"['Health Care', 'Public Health', 'Wisconsin', 'Coronavirus', 'Ron Johnson']",8,16,13,19,8,1
205,mostly-false,Joe Biden,"As part of the Obama administration's criminal justice reforms, “38,000 prisoners were released from federal prison.”",the final 2020 presidential debate,"['Health Care', 'Public Health', 'Wisconsin', 'Coronavirus', 'Ron Johnson']",8,16,13,19,8,1
206,FALSE,Roger Williams,Says Texas has “lower taxes and less regulations than anywhere else in the U.S.”,a tweet,"['Government Regulation', 'Regulation', 'Small Business', 'Taxes', 'Texas', 'Roger Williams']",3,0,2,3,3,2
207,mostly-false,Viral image,"Says Joe Biden owns four $3 million -$7.5 million homes on a $200,000 salary.",a Facebook post,"['Government Regulation', 'Regulation', 'Small Business', 'Taxes', 'Texas', 'Roger Williams']",3,0,2,3,3,2
208,mostly-false,Lucy McBath,"Says Karen Handel ""slashed the Centers for Disease Control's ability to fight diseases, cutting millions in research funding.""",an ad,"['Federal Budget', 'Public Health', 'Lucy McBath']",0,0,1,1,0,0
209,half-true,Joe Biden,"Says Donald Trump “is pushing to slash Medicare benefits.""",a TV campaign ad,"['Federal Budget', 'Public Health', 'Lucy McBath']",0,0,1,1,0,0
210,mostly-true,Nicole Galloway,"Says ""Gov. Parson’s administration purged 100,000 kids from Medicaid rolls.""",a Facebook post,"['Federal Budget', 'Public Health', 'Lucy McBath']",0,0,1,1,0,0
211,FALSE,Vicky Hartzler,"“We're starting to reach almost herd immunity in this nation, so we'll be on the downside of this virus very soon.""",an interview with FM 93.9 “The Eagle”,"['Public Health', 'Missouri', 'Coronavirus', 'Vicky Hartzler']",1,1,3,5,1,0
